N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
286.0,세아제강지주,178600.0,"하락  1,600",-0.89%,5000.0,179100.0,182200.0,178400.0
287.0,SK디스커버리,39350.0,하락  900,-2.24%,5000.0,39900.0,39900.0,38300.0
288.0,NICE평가정보,12420.0,하락  260,-2.05%,500.0,12600.0,12680.0,12230.0
289.0,동양생명,4555.0,하락  15,-0.33%,5000.0,4545.0,4605.0,4470.0
290.0,KODEX Top5PlusTR,20625.0,상승  100,+0.49%,0.0,20455.0,20705.0,20455.0
291.0,TIGER 인도니프티50,13830.0,상승  110,+0.80%,0.0,13730.0,13950.0,13730.0
292.0,ACE 종합채권(AA-이상)KIS액티브,105975.0,상승  75,+0.07%,0.0,105975.0,105975.0,105620.0
293.0,TKG휴켐스,17570.0,하락  870,-4.72%,1000.0,17680.0,17680.0,17500.0
294.0,HDC,12000.0,하락  80,-0.66%,5000.0,12080.0,12180.0,11930.0
295.0,세아베스틸지주,19850.0,하락  400,-1.98%,5000.0,20000.0,20250.0,19700.0
296.0,TCC스틸,27150.0,하락  500,-1.81%,1000.0,27200.0,27850.0,26650.0
297.0,LG전자우,41300.0,하락  700,-1.67%,5000.0,41750.0,41750.0,41000.0
298.0,태영건설,2450.0,하락  55,-2.20%,500.0,2510.0,2550.0,2430.0
299.0,영풍,382000.0,"하락  19,000",-4.74%,5000.0,400000.0,410000.0,372000.0
300.0,KODEX 단기채권,111960.0,상승  25,+0.02%,0.0,111920.0,111960.0,111920.0
301.0,KOSEF 200TR,40945.0,하락  205,-0.50%,0.0,41150.0,41170.0,40640.0
302.0,한국단자,66200.0,하락  600,-0.90%,500.0,67400.0,67400.0,65100.0
303.0,태광산업,614000.0,"하락  3,000",-0.49%,5000.0,616000.0,617000.0,600000.0
304.0,GKL,11050.0,하락  290,-2.56%,500.0,11330.0,11330.0,11020.0
305.0,신한알파리츠,5610.0,하락  30,-0.53%,1000.0,5640.0,5670.0,5580.0
306.0,DL,32100.0,"하락  1,450",-4.32%,5000.0,32800.0,33350.0,31650.0
307.0,동아쏘시오홀딩스,105900.0,하락  800,-0.75%,5000.0,106700.0,106700.0,104000.0
308.0,덴티움,60300.0,"하락  1,900",-3.05%,500.0,61800.0,62900.0,60000.0
309.0,대상,19250.0,하락  720,-3.61%,1000.0,19700.0,19940.0,19220.0
310.0,아이에스동서,22000.0,하락  950,-4.14%,500.0,22300.0,22500.0,21800.0
311.0,제주항공,8210.0,하락  100,-1.20%,1000.0,8310.0,8400.0,7800.0
312.0,RISE 단기통안채,113880.0,상승  30,+0.03%,0.0,113870.0,113885.0,113870.0
313.0,TIGER 미국달러단기채권액티브,13145.0,상승  20,+0.15%,0.0,13135.0,13320.0,13135.0
314.0,TIGER 미국30년국채스트립액티브(합성 H),40200.0,상승  340,+0.85%,0.0,40080.0,40255.0,40055.0
315.0,교보증권,5570.0,하락  60,-1.07%,5000.0,5630.0,5630.0,5490.0
316.0,케이카,13080.0,하락  300,-2.24%,500.0,13050.0,13280.0,12970.0
317.0,롯데손해보험,2030.0,하락  25,-1.22%,1000.0,2035.0,2070.0,1999.0
318.0,TIGER 종합채권(AA-이상)액티브,55425.0,하락  60,-0.11%,0.0,55485.0,55485.0,55265.0
319.0,KODEX 미국빅테크10(H),48335.0,하락  335,-0.69%,0.0,48650.0,48650.0,48335.0
320.0,한화리츠,3475.0,하락  25,-0.71%,500.0,3500.0,3500.0,3455.0
321.0,카프로,3660.0,보합0,0.00%,500.0,0.0,0.0,0.0
322.0,SNT다이내믹스,18540.0,하락  490,-2.57%,2500.0,18610.0,19150.0,18300.0
323.0,ACE KRX금현물,17985.0,상승  240,+1.35%,0.0,17825.0,18030.0,17775.0
324.0,N2 코스피 변동성 매칭형 양매도 ETN,8720.0,보합0,0.00%,0.0,8720.0,8720.0,8720.0
325.0,동원F&B,31450.0,"하락  1,250",-3.82%,1000.0,32700.0,32700.0,31400.0
326.0,NHN,17900.0,하락  450,-2.45%,500.0,18210.0,18350.0,17680.0
327.0,KCC글라스,37800.0,하락  350,-0.92%,1000.0,37600.0,37850.0,37550.0
328.0,비에이치,17500.0,하락  220,-1.24%,500.0,17610.0,18020.0,17470.0
329.0,넥센타이어,6140.0,하락  170,-2.69%,500.0,6270.0,6270.0,6080.0
330.0,TIGER 미국나스닥100타겟데일리커버드콜,10700.0,하락  55,-0.51%,0.0,10740.0,10850.0,10690.0
331.0,일진하이솔루스,16400.0,하락  50,-0.30%,500.0,16600.0,16600.0,16100.0
332.0,한국카본,11400.0,상승  120,+1.06%,500.0,11320.0,11530.0,11180.0
333.0,롯데관광개발,7760.0,하락  130,-1.65%,500.0,7890.0,7970.0,7690.0
334.0,SNT모티브,40400.0,하락  350,-0.86%,5000.0,40200.0,40550.0,39800.0
335.0,쏘카,17990.0,상승  280,+1.58%,100.0,17710.0,18010.0,17480.0
336.0,TIGER 리츠부동산인프라,4095.0,상승  55,+1.36%,0.0,4065.0,4095.0,4065.0
337.0,코스모화학,15140.0,하락  360,-2.32%,1000.0,15400.0,15640.0,14990.0
338.0,ACE 미국배당다우존스,13135.0,상승  5,+0.04%,0.0,13145.0,13310.0,13135.0
339.0,TIGER 차이나항셍테크,7420.0,상승  50,+0.68%,0.0,7370.0,7550.0,7370.0
340.0,ACE 미국빅테크TOP7 Plus,19335.0,하락  95,-0.49%,0.0,19405.0,19625.0,19335.0
341.0,삼성 레버리지 WTI원유 선물 ETN,1413.0,하락  16,-1.12%,0.0,1416.0,1428.0,1411.0
342.0,솔루스첨단소재,8050.0,하락  250,-3.01%,100.0,8190.0,8270.0,8010.0
343.0,삼양홀딩스,65800.0,"하락  3,200",-4.64%,5000.0,66200.0,67300.0,65300.0
344.0,한세실업,14050.0,하락  250,-1.75%,500.0,14280.0,14380.0,13870.0
345.0,제이알글로벌리츠,2815.0,하락  100,-3.43%,1000.0,2780.0,2845.0,2765.0
346.0,TIGER 미국달러SOFR금리액티브(합성),59600.0,상승  110,+0.18%,0.0,59610.0,60395.0,59585.0
347.0,KG스틸,5540.0,하락  200,-3.48%,5000.0,5680.0,5680.0,5510.0
348.0,케이씨텍,26550.0,상승  850,+3.31%,500.0,25500.0,26700.0,25400.0
349.0,명신산업,10460.0,하락  110,-1.04%,500.0,10500.0,10680.0,10370.0
350.0,현대홈쇼핑,45650.0,"하락  1,850",-3.89%,5000.0,46400.0,46400.0,44650.0
351.0,미래에셋증권2우B,3910.0,하락  55,-1.39%,5000.0,3930.0,3955.0,3880.0
352.0,가온전선,55500.0,"상승  1,600",+2.97%,5000.0,54400.0,58200.0,54000.0
353.0,PLUS 200,32675.0,하락  105,-0.32%,0.0,32765.0,32865.0,32415.0
354.0,TIGER Fn반도체TOP10,9185.0,상승  120,+1.32%,0.0,9065.0,9315.0,9065.0
355.0,JW중외제약,23150.0,하락  800,-3.34%,2500.0,23850.0,23850.0,23150.0
356.0,유안타증권,2680.0,하락  40,-1.47%,5000.0,2700.0,2705.0,2645.0
357.0,티웨이항공,2480.0,하락  5,-0.20%,500.0,2490.0,2510.0,2450.0
358.0,신풍제약,10070.0,하락  10,-0.10%,500.0,10080.0,10120.0,9930.0
359.0,대한해운,1659.0,하락  42,-2.47%,500.0,1700.0,1700.0,1644.0
360.0,KODEX 미국반도체MV,25210.0,하락  80,-0.32%,0.0,25270.0,25510.0,25150.0
361.0,동아에스티,57500.0,"하락  1,900",-3.20%,5000.0,59100.0,59600.0,57500.0
362.0,OCI,58900.0,"하락  2,400",-3.92%,5000.0,59500.0,60500.0,58900.0
363.0,지누스,23650.0,보합0,0.00%,500.0,23600.0,24450.0,23450.0
364.0,DS단석,29800.0,하락  800,-2.61%,500.0,30200.0,31100.0,28550.0
365.0,화승엔터프라이즈,8640.0,상승  250,+2.98%,500.0,8340.0,8750.0,8330.0
366.0,후성,4870.0,하락  75,-1.52%,500.0,4875.0,4980.0,4850.0
367.0,LX홀딩스,6840.0,하락  170,-2.43%,1000.0,6970.0,6980.0,6820.0
368.0,아세아,248000.0,상승  500,+0.20%,5000.0,248500.0,248500.0,241000.0
369.0,진에어,9900.0,상승  40,+0.41%,1000.0,9870.0,9930.0,9750.0
370.0,KODEX 인버스,4775.0,상승  15,+0.32%,0.0,4775.0,4820.0,4755.0
371.0,TIGER 200 IT,26370.0,상승  165,+0.63%,0.0,26230.0,26540.0,26175.0
372.0,KB KIS CD금리투자 ETN,51405.0,보합0,0.00%,0.0,51405.0,51405.0,51405.0
373.0,전진건설로봇,35000.0,"하락  1,400",-3.85%,500.0,35950.0,36400.0,34050.0
374.0,율촌화학,20450.0,하락  600,-2.85%,500.0,20800.0,21350.0,20400.0
375.0,대한유화,78000.0,보합0,0.00%,5000.0,77100.0,79700.0,76000.0
376.0,HJ중공업,6060.0,하락  280,-4.42%,5000.0,6260.0,6500.0,5760.0
377.0,지역난방공사,43200.0,"하락  6,450",-12.99%,5000.0,49550.0,49550.0,42800.0
378.0,PI첨단소재,17000.0,하락  290,-1.68%,500.0,17450.0,17640.0,16980.0
379.0,TIGER 단기채권액티브,55020.0,상승  15,+0.03%,0.0,55005.0,55025.0,55005.0
380.0,파미셀,8280.0,상승  280,+3.50%,500.0,7880.0,8370.0,7880.0
381.0,삼양사,48050.0,"하락  1,350",-2.73%,5000.0,48550.0,48700.0,47650.0
382.0,유니드,73000.0,"하락  1,800",-2.41%,5000.0,74000.0,75100.0,72000.0
383.0,현대그린푸드,14550.0,하락  110,-0.75%,500.0,14500.0,14910.0,14500.0
384.0,삼아알미늄,33400.0,하락  800,-2.34%,500.0,33450.0,34400.0,33100.0
385.0,드림텍,7130.0,하락  250,-3.39%,100.0,7250.0,7310.0,7000.0
386.0,KODEX 미국30년국채타겟커버드콜(합성 H),9195.0,상승  35,+0.38%,0.0,9190.0,9205.0,9185.0
387.0,KODEX 인도Nifty50,14140.0,상승  125,+0.89%,0.0,14125.0,14265.0,14055.0
388.0,퍼시스,42050.0,"하락  1,600",-3.67%,1000.0,43550.0,43900.0,41650.0
389.0,바이오노트,4735.0,하락  110,-2.27%,500.0,4805.0,4815.0,4685.0
390.0,세진중공업,8460.0,하락  120,-1.40%,500.0,8450.0,8540.0,8170.0
391.0,SNT에너지,23250.0,하락  750,-3.12%,500.0,23400.0,23750.0,22600.0
392.0,SOL 초단기채권액티브,52435.0,상승  30,+0.06%,0.0,52420.0,52435.0,52420.0
393.0,한화손해보험,4070.0,하락  80,-1.93%,5000.0,4150.0,4150.0,4050.0
394.0,KODEX 자동차,17940.0,하락  290,-1.59%,0.0,18125.0,18205.0,17850.0
395.0,E1,68700.0,"하락  2,100",-2.97%,5000.0,70900.0,70900.0,67900.0
396.0,F&F홀딩스,12000.0,하락  80,-0.66%,500.0,12080.0,12080.0,11850.0
397.0,쿠쿠홈시스,20800.0,하락  500,-2.35%,100.0,20800.0,21000.0,20400.0
398.0,TIGER TOP10,10590.0,상승  40,+0.38%,0.0,10500.0,10625.0,10490.0
399.0,KODEX 반도체,28925.0,상승  295,+1.03%,0.0,28575.0,29365.0,28575.0
400.0,STX엔진,20100.0,상승  320,+1.62%,2500.0,19700.0,20450.0,19350.0
401.0,SOL 조선TOP3플러스,15405.0,하락  270,-1.72%,0.0,15600.0,15660.0,15225.0
402.0,KODEX 국고채3년,61635.0,보합0,0.00%,0.0,61600.0,61635.0,61475.0
403.0,더본코리아,31350.0,"하락  1,400",-4.27%,500.0,32550.0,32700.0,31050.0
404.0,PLUS 고배당주,14570.0,하락  190,-1.29%,0.0,14760.0,14820.0,14490.0
405.0,TIGER 미국테크TOP10타겟커버드콜,15190.0,하락  55,-0.36%,0.0,15245.0,15415.0,15190.0
406.0,신한 레버리지 WTI원유 선물 ETN(H),910.0,하락  15,-1.62%,0.0,913.0,913.0,906.0
407.0,LF,15550.0,하락  80,-0.51%,5000.0,15490.0,15700.0,15310.0
408.0,KODEX 미국달러SOFR금리액티브(합성),12345.0,상승  25,+0.20%,0.0,12390.0,12505.0,12335.0
409.0,고려제강,17850.0,하락  210,-1.16%,1000.0,18000.0,18550.0,17610.0
410.0,GS피앤엘,22100.0,"하락  1,150",-4.95%,1000.0,22800.0,23000.0,21700.0
411.0,KODEX 국고채30년액티브,118150.0,하락  845,-0.71%,0.0,118995.0,118995.0,117030.0
412.0,SPC삼립,50300.0,"하락  1,000",-1.95%,5000.0,51500.0,53300.0,50300.0
413.0,키움 CD금리투자 ETN,102495.0,보합0,0.00%,0.0,102495.0,102495.0,102495.0
414.0,한일홀딩스,14010.0,"하락  1,320",-8.61%,1000.0,14560.0,14940.0,13830.0
415.0,두산우,106400.0,"하락  1,300",-1.21%,5000.0,107700.0,109700.0,103500.0
416.0,한국쉘석유,326000.0,"하락  23,500",-6.72%,5000.0,328500.0,328500.0,320500.0
417.0,TIGER 2차전지소재Fn,3930.0,하락  40,-1.01%,0.0,3965.0,4025.0,3860.0
418.0,현대퓨처넷,3785.0,하락  220,-5.49%,500.0,3985.0,3990.0,3700.0
419.0,삼성FN리츠,4550.0,상승  35,+0.78%,500.0,4520.0,4555.0,4470.0
420.0,풀무원,10850.0,하락  30,-0.28%,500.0,10890.0,10970.0,10500.0
421.0,대신증권우,15790.0,하락  30,-0.19%,5000.0,15560.0,15810.0,15560.0
422.0,NICE,11030.0,하락  470,-4.09%,500.0,11350.0,11350.0,10980.0
423.0,HANARO 200,32290.0,하락  65,-0.20%,0.0,32355.0,32425.0,32020.0
424.0,SBS,21700.0,"하락  3,300",-13.20%,5000.0,22900.0,23650.0,21300.0
425.0,동국제강,8080.0,하락  380,-4.49%,5000.0,8230.0,8320.0,8030.0
426.0,엠앤씨솔루션,43650.0,"하락  2,850",-6.13%,100.0,46400.0,46400.0,43300.0
427.0,SK이터닉스,11830.0,하락  330,-2.71%,200.0,12000.0,12200.0,11780.0
428.0,남양유업,58500.0,보합0,0.00%,500.0,57900.0,59000.0,57500.0
429.0,1Q CD금리액티브(합성),100945.0,상승  30,+0.03%,0.0,100940.0,100945.0,100940.0
430.0,코람코라이프인프라리츠,4080.0,하락  10,-0.24%,500.0,4050.0,4100.0,4050.0
431.0,해성디에스,23350.0,"하락  1,250",-5.08%,5000.0,24600.0,24650.0,23300.0
432.0,KODEX 선진국MSCI World,31930.0,상승  15,+0.05%,0.0,31915.0,32295.0,31900.0
433.0,KODEX 코스피,24705.0,하락  155,-0.62%,0.0,24820.0,24890.0,24570.0
434.0,아세아시멘트,10430.0,하락  40,-0.38%,500.0,10390.0,10430.0,10250.0
435.0,디아이,13820.0,"상승  1,700",+14.03%,500.0,11970.0,14390.0,11870.0
436.0,PLUS 머니마켓액티브,51475.0,상승  10,+0.02%,0.0,51475.0,51480.0,51470.0
437.0,KB스타리츠,3850.0,상승  30,+0.79%,500.0,3820.0,3850.0,3770.0
438.0,대한제강,16650.0,하락  40,-0.24%,1000.0,16560.0,16690.0,16410.0
439.0,세아홀딩스,96000.0,하락  900,-0.93%,5000.0,96900.0,97600.0,95600.0
440.0,신도리코,38000.0,하락  400,-1.04%,5000.0,38150.0,38150.0,37300.0
441.0,맵스리얼티1,4120.0,하락  155,-3.63%,0.0,4140.0,4145.0,4100.0
442.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,26130.0,하락  200,-0.76%,0.0,26190.0,26440.0,26130.0
443.0,TIGER 미국나스닥100커버드콜(합성),11675.0,하락  20,-0.17%,0.0,11725.0,11790.0,11670.0
444.0,KODEX 국고채10년액티브,111335.0,보합0,0.00%,0.0,111335.0,111360.0,110840.0
445.0,흥아해운,1577.0,하락  27,-1.68%,500.0,1600.0,1604.0,1573.0
446.0,RISE 미국30년국채엔화노출(합성 H),8460.0,상승  35,+0.42%,0.0,8445.0,8585.0,8440.0
447.0,풍산홀딩스,26000.0,하락  950,-3.53%,5000.0,26450.0,26450.0,25750.0
448.0,SNT홀딩스,22850.0,"하락  1,000",-4.19%,500.0,23750.0,23750.0,22550.0
449.0,KODEX 미국S&P500(H),14010.0,하락  40,-0.28%,0.0,14045.0,14050.0,14000.0
450.0,KOSEF 국고채10년,113095.0,상승  50,+0.04%,0.0,113245.0,113265.0,112650.0
451.0,한국철강,8650.0,"하락  1,180",-12.00%,1000.0,8900.0,9280.0,8030.0
452.0,애경산업,13880.0,하락  250,-1.77%,1000.0,13850.0,14080.0,13850.0
453.0,KODEX 미국AI테크TOP10타겟커버드콜,12170.0,하락  35,-0.29%,0.0,12170.0,12315.0,12165.0
454.0,사조대림,39950.0,"하락  3,800",-8.69%,5000.0,42450.0,42450.0,39450.0
455.0,현대차3우B,153800.0,"하락  1,400",-0.90%,5000.0,153500.0,154500.0,153000.0
456.0,스틱인베스트먼트,8700.0,하락  220,-2.47%,500.0,8800.0,8990.0,8700.0
457.0,삼천리,89400.0,"하락  1,500",-1.65%,5000.0,89700.0,90000.0,88700.0
458.0,SGC에너지,25100.0,"하락  1,500",-5.64%,5000.0,25200.0,25500.0,24850.0
459.0,히어로즈 머니마켓액티브,51630.0,상승  10,+0.02%,0.0,51630.0,51635.0,51630.0
460.0,1Q 머니마켓액티브,51510.0,상승  15,+0.03%,0.0,51505.0,51510.0,51505.0
461.0,신세계인터내셔날,10050.0,하락  370,-3.55%,1000.0,10490.0,10580.0,10050.0
462.0,ACE 200,32580.0,하락  110,-0.34%,0.0,32775.0,32800.0,32300.0
463.0,KOSEF 200,32120.0,하락  75,-0.23%,0.0,32095.0,32295.0,31850.0
464.0,조광피혁,53800.0,상승  200,+0.37%,5000.0,53100.0,54300.0,52500.0
465.0,영진약품,1945.0,하락  12,-0.61%,500.0,1957.0,1981.0,1940.0
466.0,대상홀딩스,9810.0,하락  290,-2.87%,1000.0,9950.0,10250.0,9790.0
467.0,이아이디,1392.0,보합0,0.00%,200.0,0.0,0.0,0.0
468.0,히어로즈 종합채권(AA-이상)액티브,106555.0,상승  75,+0.07%,0.0,106475.0,106555.0,106305.0
469.0,한국자산신탁,2810.0,하락  75,-2.60%,500.0,2855.0,2875.0,2795.0
470.0,한섬,14830.0,하락  560,-3.64%,500.0,15290.0,15290.0,14750.0
471.0,애경케미칼,7100.0,하락  350,-4.70%,500.0,7310.0,7390.0,7050.0
472.0,엠씨넥스,19200.0,하락  900,-4.48%,500.0,19730.0,19830.0,19100.0
473.0,아모레퍼시픽우,32600.0,하락  800,-2.40%,500.0,33200.0,33400.0,31700.0
474.0,HL홀딩스,34500.0,하락  500,-1.43%,5000.0,35000.0,35000.0,34500.0
475.0,TIGER 미국S&P500TR(H),14510.0,하락  45,-0.31%,0.0,14550.0,14550.0,14505.0
476.0,TIGER 중장기국채,51465.0,보합0,0.00%,0.0,51500.0,51500.0,51285.0
477.0,CJ4우(전환),79500.0,하락  800,-1.00%,5000.0,80000.0,80100.0,78500.0
478.0,TIGER 테슬라채권혼합Fn,15015.0,하락  360,-2.34%,0.0,15050.0,15080.0,14780.0
479.0,세아제강,118000.0,"하락  1,500",-1.26%,5000.0,118300.0,120300.0,116600.0
480.0,일동제약,11830.0,하락  120,-1.00%,1000.0,12010.0,12240.0,11820.0
481.0,BGF,3465.0,하락  30,-0.86%,1000.0,3485.0,3485.0,3410.0
482.0,RISE KIS국고채30년Enhanced,80250.0,하락  600,-0.74%,0.0,80850.0,80850.0,79255.0
483.0,KISCO홀딩스,20450.0,"하락  1,700",-7.67%,1000.0,21200.0,21400.0,19970.0
484.0,KODEX 미국나스닥100(H),17050.0,하락  100,-0.58%,0.0,17100.0,17105.0,17045.0
485.0,삼성 인버스 2X 코스닥150 선물 ETN,8060.0,상승  185,+2.35%,0.0,7905.0,8190.0,7790.0
486.0,KODEX 은행,8250.0,하락  70,-0.84%,0.0,8245.0,8280.0,8190.0
487.0,한투 KIS CD금리투자 ETN,53245.0,보합0,0.00%,0.0,53245.0,53245.0,53245.0
488.0,아세아제지,7400.0,하락  70,-0.94%,1000.0,7350.0,7480.0,7160.0
489.0,KODEX 26-12 회사채(AA-이상)액티브,10580.0,상승  5,+0.05%,0.0,10575.0,10580.0,10570.0
490.0,서연이화,11650.0,하락  450,-3.72%,500.0,11900.0,12010.0,11500.0
491.0,대원제약,13990.0,하락  200,-1.41%,500.0,14000.0,14110.0,13940.0
492.0,KODEX 미국30년국채액티브(H),9140.0,상승  25,+0.27%,0.0,9140.0,9155.0,9125.0
493.0,TIGER 2차전지TOP10,8375.0,하락  5,-0.06%,0.0,8340.0,8465.0,8215.0
494.0,부광약품,4510.0,하락  110,-2.38%,500.0,4575.0,4615.0,4470.0
495.0,한국금융지주우,52600.0,하락  500,-0.94%,5000.0,52300.0,52800.0,51600.0
496.0,백광산업,6820.0,하락  180,-2.57%,500.0,6980.0,7140.0,6550.0
497.0,신성통상,2130.0,상승  10,+0.47%,500.0,2115.0,2145.0,2080.0
498.0,한전산업,9350.0,하락  170,-1.79%,500.0,9250.0,9590.0,9140.0
499.0,TIMEFOLIO 글로벌AI인공지능액티브,27865.0,상승  350,+1.27%,0.0,27705.0,28275.0,27705.0
500.0,남해화학,6120.0,하락  160,-2.55%,1000.0,6210.0,6270.0,6100.0
501.0,예스코홀딩스,50500.0,"하락  6,700",-11.71%,5000.0,53800.0,54000.0,48000.0
502.0,TIGER 글로벌자율주행&전기차SOLACTIVE,11635.0,보합0,0.00%,0.0,11605.0,11825.0,11605.0
503.0,KODEX 미국배당다우존스,11130.0,보합0,0.00%,0.0,11160.0,11270.0,11125.0
504.0,농심홀딩스,64300.0,"하락  1,500",-2.28%,5000.0,64300.0,65600.0,64000.0
505.0,KODEX 미국30년국채울트라선물(H),7545.0,상승  20,+0.27%,0.0,7540.0,7555.0,7530.0
506.0,유나이티드제약,18040.0,하락  490,-2.64%,500.0,18350.0,18350.0,18000.0
507.0,광동제약,5610.0,하락  20,-0.36%,1000.0,5580.0,5660.0,5570.0
508.0,한화3우B,15080.0,하락  400,-2.58%,5000.0,15010.0,15080.0,14830.0
509.0,KODEX ESG종합채권(A-이상)액티브,112755.0,하락  295,-0.26%,0.0,113000.0,113005.0,112755.0
510.0,한진,19310.0,하락  460,-2.33%,5000.0,19460.0,19630.0,19150.0
511.0,미래에셋 레버리지 원유선물혼합 ETN(H),7015.0,하락  100,-1.41%,0.0,7040.0,7045.0,6985.0
512.0,LX하우시스,32050.0,하락  700,-2.14%,5000.0,32250.0,32800.0,31900.0
513.0,LG생활건강우,136500.0,하락  800,-0.58%,5000.0,137900.0,137900.0,135700.0
514.0,롯데이노베이트,18900.0,하락  530,-2.73%,5000.0,19600.0,19600.0,18850.0
515.0,부국증권,27100.0,상승  50,+0.18%,5000.0,26800.0,27650.0,26800.0
516.0,국도화학,31100.0,상승  400,+1.30%,5000.0,30500.0,31100.0,30400.0
517.0,백산,13000.0,하락  210,-1.59%,500.0,13150.0,13150.0,12870.0
518.0,삼성 인버스 2X 천연가스 선물 ETN C,55880.0,상승  335,+0.60%,0.0,57915.0,59770.0,55500.0
519.0,삼화콘덴서,26850.0,하락  300,-1.10%,1000.0,27650.0,27650.0,26650.0
520.0,수산인더스트리,19500.0,하락  650,-3.23%,200.0,20050.0,20050.0,19400.0
521.0,엘브이엠씨홀딩스,1616.0,하락  39,-2.36%,0.0,1650.0,1655.0,1599.0
522.0,모토닉,8400.0,하락  400,-4.55%,500.0,8500.0,8500.0,8360.0
523.0,KODEX 25-11 회사채(A+이상)액티브,10710.0,상승  5,+0.05%,0.0,10705.0,10710.0,10700.0
524.0,제주은행,8390.0,상승  670,+8.68%,5000.0,7670.0,9250.0,7580.0
525.0,송원산업,11200.0,하락  100,-0.88%,500.0,11300.0,11490.0,11070.0
526.0,CR홀딩스,5710.0,하락  220,-3.71%,500.0,5870.0,5870.0,5700.0
527.0,아이마켓코리아,8000.0,하락  130,-1.60%,500.0,8010.0,8050.0,7930.0
528.0,삼일제약,12270.0,하락  490,-3.84%,500.0,12720.0,13160.0,12200.0
529.0,DB,1315.0,하락  24,-1.79%,500.0,1339.0,1340.0,1264.0
530.0,PLUS 종합채권(AA-이상)액티브,112990.0,상승  120,+0.11%,0.0,112655.0,112990.0,112655.0
531.0,이리츠코크렙,4165.0,하락  175,-4.03%,500.0,4160.0,4220.0,4140.0
532.0,자화전자,11830.0,하락  180,-1.50%,500.0,11910.0,12100.0,11720.0
533.0,삼양패키징,16570.0,하락  370,-2.18%,5000.0,16840.0,16840.0,16400.0
534.0,한일현대시멘트,13530.0,"하락  1,020",-7.01%,5000.0,14220.0,14250.0,13490.0
535.0,TIGER 헬스케어,35730.0,하락  120,-0.33%,0.0,36190.0,36190.0,35310.0
536.0,디앤디플랫폼리츠,2950.0,상승  10,+0.34%,1000.0,2910.0,2950.0,2905.0
537.0,에어부산,2230.0,하락  5,-0.22%,1000.0,2240.0,2265.0,2195.0
538.0,1Q 단기금융채액티브,105950.0,상승  35,+0.03%,0.0,105950.0,105950.0,105945.0
539.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6860.0,상승  50,+0.73%,0.0,6780.0,6915.0,6780.0
540.0,한국토지신탁,1011.0,하락  42,-3.99%,1000.0,1008.0,1019.0,1000.0
541.0,현대코퍼레이션,19210.0,하락  630,-3.18%,5000.0,19600.0,19600.0,18970.0
542.0,RISE 200위클리커버드콜,8280.0,하락  35,-0.42%,0.0,8255.0,8315.0,8225.0
543.0,삼진제약,18100.0,하락  530,-2.84%,1000.0,18630.0,18640.0,17850.0
544.0,삼성 레버리지 천연가스 선물 ETN C,5030.0,하락  35,-0.69%,0.0,4825.0,5050.0,4720.0
545.0,TIGER 미국S&P500타겟데일리커버드콜,11545.0,하락  30,-0.26%,0.0,11575.0,11715.0,11545.0
546.0,서울가스,50100.0,"하락  1,500",-2.91%,5000.0,50700.0,50700.0,49850.0
547.0,TIGER 일본니케이225,22480.0,상승  445,+2.02%,0.0,22120.0,22665.0,22110.0
548.0,화승인더,4525.0,하락  65,-1.42%,500.0,4505.0,4540.0,4360.0
549.0,KG케미칼,3645.0,하락  160,-4.20%,1000.0,3720.0,3780.0,3615.0
550.0,넥센,4595.0,하락  35,-0.76%,500.0,4515.0,4595.0,4505.0
551.0,SIMPAC,3755.0,하락  95,-2.47%,500.0,3800.0,3845.0,3725.0
552.0,종근당홀딩스,48750.0,"하락  1,550",-3.08%,2500.0,49850.0,49950.0,47850.0
553.0,대원강업,3885.0,하락  5,-0.13%,500.0,3890.0,3900.0,3810.0
554.0,대한제당,2685.0,하락  90,-3.24%,500.0,2740.0,2745.0,2655.0
555.0,ACE CD금리&초단기채권액티브,101865.0,상승  20,+0.02%,0.0,101865.0,101865.0,101860.0
556.0,유진투자증권,2475.0,하락  50,-1.98%,5000.0,2505.0,2515.0,2425.0
557.0,KODEX 미국AI전력핵심인프라,13065.0,상승  15,+0.11%,0.0,13000.0,13225.0,13000.0
558.0,KODEX 코스닥150선물인버스,4250.0,상승  50,+1.19%,0.0,4200.0,4285.0,4175.0
559.0,ACE 베트남VN30(합성),22025.0,상승  160,+0.73%,0.0,21865.0,22255.0,21845.0
560.0,화신,6810.0,하락  220,-3.13%,500.0,7000.0,7010.0,6740.0
561.0,현대차증권,7480.0,하락  170,-2.22%,5000.0,7620.0,7640.0,7450.0
562.0,신성이엔지,1151.0,하락  14,-1.20%,500.0,1163.0,1177.0,1151.0
563.0,대동,9230.0,하락  400,-4.15%,1000.0,9640.0,9850.0,9220.0
564.0,TIGER 미국필라델피아반도체레버리지(합성),26750.0,하락  90,-0.34%,0.0,26850.0,27485.0,26750.0
565.0,삼영무역,12800.0,하락  430,-3.25%,500.0,12900.0,12930.0,12750.0
566.0,동국홀딩스,7430.0,하락  190,-2.49%,5000.0,7400.0,7480.0,7350.0
567.0,에이프로젠,774.0,하락  9,-1.15%,500.0,790.0,790.0,761.0
568.0,삼성SDI우,145300.0,보합0,0.00%,5000.0,145100.0,146200.0,143000.0
